"icao24","firstseen_datetime","origin","lastseen_datetime","destination","callsign","duration_hours","departure_distance_km","arrival_distance_km","flight_date"
"8963b6","2026-01-15 08:46:30.000 Asia/Muscat","","2026-01-15 12:50:28.000 Asia/Muscat","OMDB","FDB580  ","4.1","","5.700000","2026-01-15 04:00:00.000 Asia/Muscat"
"8964a7","2026-01-15 08:47:56.000 Asia/Muscat","OMDB","2026-01-15 16:12:55.000 Asia/Muscat","EGSS","UAE9J   ","7.4","2.600000","2.100000","2026-01-15 04:00:00.000 Asia/Muscat"
"896486","2026-01-15 08:48:56.000 Asia/Muscat","OMSJ","2026-01-15 09:51:29.000 Asia/Muscat","","ABY337  ","1.0","1.500000","","2026-01-15 04:00:00.000 Asia/Muscat"
"896118","2026-01-15 08:49:10.000 Asia/Muscat","OMDB","2026-01-15 14:39:57.000 Asia/Muscat","","UAE25J  ","5.8","2.700000","","2026-01-15 04:00:00.000 Asia/Muscat"
"896637","2026-01-15 08:49:14.000 Asia/Muscat","OMDW","2026-01-15 10:34:14.000 Asia/Muscat","OMDW","EFC13M  ","1.8","3.900000","3.800000","2026-01-15 04:00:00.000 Asia/Muscat"
"8963a2","2026-01-15 08:49:20.000 Asia/Muscat","VHHH","2026-01-15 16:57:49.000 Asia/Muscat","OMDW","UAE9825 ","8.1","1.100000","5.400000","2026-01-15 04:00:00.000 Asia/Muscat"
"896528","2026-01-15 08:50:00.000 Asia/Muscat","OMRK","2026-01-15 09:43:22.000 Asia/Muscat","OMDW","EFC955R ","0.9","0.400000","2.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"8964b3","2026-01-15 08:50:21.000 Asia/Muscat","OMDB","2026-01-15 15:16:29.000 Asia/Muscat","LFMN","UAE1GP  ","6.4","2.400000","1.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"8963f7","2026-01-15 08:52:11.000 Asia/Muscat","OMDB","2026-01-16 00:33:09.000 Asia/Muscat","OMDB","UAE96R  ","15.7","2.600000","6.200000","2026-01-15 04:00:00.000 Asia/Muscat"
"896616","2026-01-15 08:52:39.000 Asia/Muscat","","2026-01-15 09:29:11.000 Asia/Muscat","OMDW","UAE9817 ","0.6","","3.000000","2026-01-15 04:00:00.000 Asia/Muscat"
"8003f1","2026-01-15 08:53:10.000 Asia/Muscat","","2026-01-15 09:22:06.000 Asia/Muscat","OMAA","AXB715  ","0.5","","12.200000","2026-01-15 04:00:00.000 Asia/Muscat"
"8962d0","2026-01-15 08:53:33.000 Asia/Muscat","OMSJ","2026-01-15 09:51:12.000 Asia/Muscat","","ABY163  ","1.0","1.800000","","2026-01-15 04:00:00.000 Asia/Muscat"
"89671d","2026-01-15 08:53:54.000 Asia/Muscat","VTBS","2026-01-15 15:44:25.000 Asia/Muscat","OMSJ","ABY824  ","6.8","1.400000","2.300000","2026-01-15 04:00:00.000 Asia/Muscat"
"896665","2026-01-15 08:54:46.000 Asia/Muscat","OMDB","2026-01-15 09:18:29.000 Asia/Muscat","","FDB1KF  ","0.4","2.600000","","2026-01-15 04:00:00.000 Asia/Muscat"
"899014","2026-01-15 08:55:25.000 Asia/Muscat","OMDW","2026-01-15 15:35:22.000 Asia/Muscat","EDDF","CAL5521 ","6.7","0.500000","1.500000","2026-01-15 04:00:00.000 Asia/Muscat"
"8964e9","2026-01-15 08:55:34.000 Asia/Muscat","OMDW","2026-01-15 09:17:27.000 Asia/Muscat","OMDW","EFC569N ","0.4","3.700000","2.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"8963b3","2026-01-15 08:55:40.000 Asia/Muscat","OMDB","2026-01-15 09:47:43.000 Asia/Muscat","","FDB4DL  ","0.9","2.600000","","2026-01-15 04:00:00.000 Asia/Muscat"
"896625","2026-01-15 08:56:23.000 Asia/Muscat","OMDB","2026-01-15 09:39:28.000 Asia/Muscat","","UAE5GE  ","0.7","0.900000","","2026-01-15 04:00:00.000 Asia/Muscat"
"8964ec","2026-01-15 08:57:30.000 Asia/Muscat","","2026-01-15 09:33:57.000 Asia/Muscat","OMDW","EFC56F  ","0.6","","3.300000","2026-01-15 04:00:00.000 Asia/Muscat"
"8963e5","2026-01-15 08:57:49.000 Asia/Muscat","OMDB","2026-01-15 15:32:58.000 Asia/Muscat","LSZH","UAE11M  ","6.6","2.400000","0.300000","2026-01-15 04:00:00.000 Asia/Muscat"
"89617e","2026-01-15 08:59:38.000 Asia/Muscat","OMDB","2026-01-15 15:46:25.000 Asia/Muscat","EDDL","UAE58Q  ","6.8","1.900000","2.400000","2026-01-15 04:00:00.000 Asia/Muscat"
"89655e","2026-01-15 09:00:28.000 Asia/Muscat","","2026-01-15 12:59:10.000 Asia/Muscat","OMDB","UAE67M  ","4.0","","4.700000","2026-01-15 04:00:00.000 Asia/Muscat"
"80162f","2026-01-15 09:01:23.000 Asia/Muscat","VIDP","2026-01-15 12:53:15.000 Asia/Muscat","OMDB","AIC917  ","3.9","3.400000","4.300000","2026-01-15 04:00:00.000 Asia/Muscat"
"706214","2026-01-15 09:02:40.000 Asia/Muscat","","2026-01-15 09:57:29.000 Asia/Muscat","OMDB","JZR121  ","0.9","","5.300000","2026-01-15 04:00:00.000 Asia/Muscat"
"8965f7","2026-01-15 09:03:09.000 Asia/Muscat","OMSJ","2026-01-15 12:44:40.000 Asia/Muscat","","ABY508  ","3.7","1.500000","","2026-01-15 04:00:00.000 Asia/Muscat"
"8963e8","2026-01-15 09:03:42.000 Asia/Muscat","OMDB","2026-01-15 15:56:54.000 Asia/Muscat","LEBL","UAE185  ","6.9","2.700000","2.700000","2026-01-15 04:00:00.000 Asia/Muscat"
"896397","2026-01-15 09:04:22.000 Asia/Muscat","VIDP","2026-01-15 12:35:26.000 Asia/Muscat","OMAA","ETD213  ","3.5","2.900000","17.500000","2026-01-15 04:00:00.000 Asia/Muscat"
"8965b1","2026-01-15 09:05:23.000 Asia/Muscat","","2026-01-15 14:00:27.000 Asia/Muscat","OMDB","FDB1NB  ","4.9","","6.100000","2026-01-15 04:00:00.000 Asia/Muscat"
"89667e","2026-01-15 09:05:37.000 Asia/Muscat","OMDB","2026-01-15 15:49:35.000 Asia/Muscat","LFLL","UAE81   ","6.7","1.800000","0.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"896364","2026-01-15 09:07:05.000 Asia/Muscat","OMSJ","2026-01-15 12:34:10.000 Asia/Muscat","","ABY597  ","3.5","1.400000","","2026-01-15 04:00:00.000 Asia/Muscat"
"89642b","2026-01-15 09:07:33.000 Asia/Muscat","","2026-01-15 12:51:19.000 Asia/Muscat","OMAA","ETD393  ","3.7","","17.400000","2026-01-15 04:00:00.000 Asia/Muscat"
"89646c","2026-01-15 09:07:43.000 Asia/Muscat","OMDB","2026-01-15 09:32:13.000 Asia/Muscat","","FDB23L  ","0.4","2.800000","","2026-01-15 04:00:00.000 Asia/Muscat"
"8963e2","2026-01-15 09:08:47.000 Asia/Muscat","OMDB","2026-01-15 16:07:10.000 Asia/Muscat","EBBR","UAE56W  ","7.0","2.600000","1.600000","2026-01-15 04:00:00.000 Asia/Muscat"
"89634a","2026-01-15 09:09:31.000 Asia/Muscat","OMRK","2026-01-15 17:08:57.000 Asia/Muscat","OMRK","ABY728  ","8.0","1.300000","5.100000","2026-01-15 04:00:00.000 Asia/Muscat"
"896453","2026-01-15 09:09:51.000 Asia/Muscat","KMIA","2026-01-15 22:33:34.000 Asia/Muscat","OMDB","UAE214  ","13.4","2.500000","6.100000","2026-01-15 04:00:00.000 Asia/Muscat"
"70c102","2026-01-15 09:09:51.000 Asia/Muscat","","2026-01-15 09:26:12.000 Asia/Muscat","OMDB","OMA603  ","0.3","","4.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"8964b0","2026-01-15 09:10:30.000 Asia/Muscat","OMDB","2026-01-15 15:42:59.000 Asia/Muscat","EKCH","UAE65U  ","6.5","3.000000","1.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"8964d9","2026-01-15 09:11:00.000 Asia/Muscat","OMSJ","2026-01-15 09:55:19.000 Asia/Muscat","OTHH","ABY135  ","0.7","1.800000","6.700000","2026-01-15 04:00:00.000 Asia/Muscat"
"896183","2026-01-15 09:12:08.000 Asia/Muscat","OMDB","2026-01-15 15:18:38.000 Asia/Muscat","EDDM","UAE9CL  ","6.1","2.800000","2.000000","2026-01-15 04:00:00.000 Asia/Muscat"
"896383","2026-01-15 09:13:02.000 Asia/Muscat","OMSJ","2026-01-15 11:31:59.000 Asia/Muscat","","ABY492  ","2.3","1.600000","","2026-01-15 04:00:00.000 Asia/Muscat"
"8964ef","2026-01-15 09:13:31.000 Asia/Muscat","","2026-01-15 09:40:59.000 Asia/Muscat","OMDW","EFC26I  ","0.5","","3.200000","2026-01-15 04:00:00.000 Asia/Muscat"
"896623","2026-01-15 09:14:05.000 Asia/Muscat","OMDB","2026-01-15 15:23:57.000 Asia/Muscat","LIPE","UAE2P   ","6.2","2.300000","3.600000","2026-01-15 04:00:00.000 Asia/Muscat"
"89620b","2026-01-15 09:14:52.000 Asia/Muscat","","2026-01-15 12:23:19.000 Asia/Muscat","OMDB","UAE527  ","3.1","","4.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"89647d","2026-01-15 09:15:11.000 Asia/Muscat","","2026-01-15 13:12:50.000 Asia/Muscat","OMDB","UAE1DP  ","4.0","","5.000000","2026-01-15 04:00:00.000 Asia/Muscat"
"896664","2026-01-15 09:15:12.000 Asia/Muscat","","2026-01-15 09:45:28.000 Asia/Muscat","OMDB","FDB642  ","0.5","","4.600000","2026-01-15 04:00:00.000 Asia/Muscat"
"896604","2026-01-15 09:16:07.000 Asia/Muscat","OMDB","2026-01-15 09:58:29.000 Asia/Muscat","OTHH","FDB1    ","0.7","2.600000","7.500000","2026-01-15 04:00:00.000 Asia/Muscat"
"8965c0","2026-01-15 09:16:36.000 Asia/Muscat","","2026-01-15 14:12:14.000 Asia/Muscat","OMDB","FDB2NG  ","4.9","","4.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"70c10d","2026-01-15 09:16:52.000 Asia/Muscat","","2026-01-15 09:42:23.000 Asia/Muscat","OMSJ","OMS241  ","0.4","","2.400000","2026-01-15 04:00:00.000 Asia/Muscat"
"896317","2026-01-15 09:17:00.000 Asia/Muscat","OMDB","2026-01-15 15:58:56.000 Asia/Muscat","LSGG","UAE64P  ","6.7","2.400000","4.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"8963dd","2026-01-15 09:18:05.000 Asia/Muscat","","2026-01-15 13:11:16.000 Asia/Muscat","OMDB","UAE7P   ","3.9","","4.800000","2026-01-15 04:00:00.000 Asia/Muscat"
"89648b","2026-01-15 09:18:08.000 Asia/Muscat","","2026-01-15 12:02:39.000 Asia/Muscat","OMDB","FDB2YF  ","2.7","","4.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"4ba9da","2026-01-15 09:18:30.000 Asia/Muscat","LTFM","2026-01-15 13:28:52.000 Asia/Muscat","OMDB","THY2NQ  ","4.2","2.200000","4.600000","2026-01-15 04:00:00.000 Asia/Muscat"
"50027c","2026-01-15 09:18:41.000 Asia/Muscat","OMDW","2026-01-15 12:34:33.000 Asia/Muscat","VOCI","BCP153  ","3.3","2.200000","2.000000","2026-01-15 04:00:00.000 Asia/Muscat"
"896482","2026-01-15 09:18:47.000 Asia/Muscat","OMDB","2026-01-15 15:18:29.000 Asia/Muscat","LKPR","UAE42X  ","6.0","2.500000","1.100000","2026-01-15 04:00:00.000 Asia/Muscat"
"8964ee","2026-01-15 09:20:07.000 Asia/Muscat","OMRK","2026-01-15 10:15:24.000 Asia/Muscat","OMDW","EFC951P ","0.9","0.400000","2.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"8962d1","2026-01-15 09:20:23.000 Asia/Muscat","OMSJ","2026-01-15 09:47:51.000 Asia/Muscat","","ABY251  ","0.5","1.400000","","2026-01-15 04:00:00.000 Asia/Muscat"
"8964a5","2026-01-15 09:20:38.000 Asia/Muscat","OMDB","2026-01-15 17:58:29.000 Asia/Muscat","RJTT","UAE312  ","8.6","2.900000","1.200000","2026-01-15 04:00:00.000 Asia/Muscat"
"06a095","2026-01-15 09:21:04.000 Asia/Muscat","OTHH","2026-01-15 10:06:19.000 Asia/Muscat","OMSJ","QTR1038 ","0.8","2.000000","2.500000","2026-01-15 04:00:00.000 Asia/Muscat"
"896112","2026-01-15 09:21:17.000 Asia/Muscat","VOBL","2026-01-15 12:54:29.000 Asia/Muscat","OMDB","UAE49K  ","3.6","2.800000","5.000000","2026-01-15 04:00:00.000 Asia/Muscat"
"89661f","2026-01-15 09:21:38.000 Asia/Muscat","OMDB","2026-01-15 15:24:19.000 Asia/Muscat","","UAE8LT  ","6.0","1.800000","","2026-01-15 04:00:00.000 Asia/Muscat"
"896313","2026-01-15 09:23:07.000 Asia/Muscat","OMDB","2026-01-15 15:56:52.000 Asia/Muscat","EDDF","UAE52M  ","6.6","2.300000","0.400000","2026-01-15 04:00:00.000 Asia/Muscat"
"040202","2026-01-15 09:23:23.000 Asia/Muscat","OMSJ","2026-01-15 16:09:10.000 Asia/Muscat","HKNW","ETH3613 ","6.8","1.800000","7.600000","2026-01-15 04:00:00.000 Asia/Muscat"
"4ba9ea","2026-01-15 09:24:19.000 Asia/Muscat","OMDB","2026-01-15 14:34:26.000 Asia/Muscat","LTFM","THY3HL  ","5.2","1.900000","21.200000","2026-01-15 04:00:00.000 Asia/Muscat"
"896618","2026-01-15 09:25:01.000 Asia/Muscat","OMDW","2026-01-16 00:47:29.000 Asia/Muscat","HKNW","UAE9255 ","15.4","2.400000","7.500000","2026-01-15 04:00:00.000 Asia/Muscat"
"89602a","2026-01-15 09:25:04.000 Asia/Muscat","","2026-01-15 10:18:48.000 Asia/Muscat","OMAA","YASAT10 ","0.9","","14.800000","2026-01-15 04:00:00.000 Asia/Muscat"
"896179","2026-01-15 09:25:08.000 Asia/Muscat","OMDB","2026-01-15 16:51:42.000 Asia/Muscat","RCTP","UAE386  ","7.4","1.100000","3.100000","2026-01-15 04:00:00.000 Asia/Muscat"
"8964da","2026-01-15 09:26:08.000 Asia/Muscat","OMSJ","2026-01-15 16:19:21.000 Asia/Muscat","OMSJ","ABY563  ","6.9","0.700000","2.500000","2026-01-15 04:00:00.000 Asia/Muscat"
"896217","2026-01-15 09:26:24.000 Asia/Muscat","OMDB","2026-01-15 16:10:04.000 Asia/Muscat","EDDH","UAE59   ","6.7","2.300000","2.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"896304","2026-01-15 09:27:24.000 Asia/Muscat","OMDB","2026-01-15 17:46:19.000 Asia/Muscat","","UAE398  ","8.3","2.200000","","2026-01-15 04:00:00.000 Asia/Muscat"
"8963d8","2026-01-15 09:27:34.000 Asia/Muscat","VAJJ","2026-01-15 12:10:59.000 Asia/Muscat","OMDB","UAE33N  ","2.7","4.600000","4.700000","2026-01-15 04:00:00.000 Asia/Muscat"
"70c107","2026-01-15 09:27:36.000 Asia/Muscat","VIDP","2026-01-15 16:05:23.000 Asia/Muscat","OMDB","OMA609  ","6.6","0.500000","4.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"4d206d","2026-01-15 09:28:35.000 Asia/Muscat","OMDW","2026-01-15 15:47:10.000 Asia/Muscat","WMSA","HYP001  ","6.3","1.800000","12.700000","2026-01-15 04:00:00.000 Asia/Muscat"
"89652a","2026-01-15 09:28:43.000 Asia/Muscat","OMDW","2026-01-15 11:13:03.000 Asia/Muscat","OMDW","EFC23T  ","1.7","3.800000","2.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"896642","2026-01-15 09:29:19.000 Asia/Muscat","OMDB","2026-01-15 16:48:53.000 Asia/Muscat","OMDB","FDB392  ","7.3","2.700000","5.500000","2026-01-15 04:00:00.000 Asia/Muscat"
"8963e9","2026-01-15 09:30:33.000 Asia/Muscat","OMDB","2026-01-15 23:55:09.000 Asia/Muscat","KJFK","UAE69R  ","14.4","3.100000","2.500000","2026-01-15 04:00:00.000 Asia/Muscat"
"896c6c","2026-01-15 09:30:41.000 Asia/Muscat","","2026-01-15 10:03:55.000 Asia/Muscat","OMRK","YASAT50 ","0.6","","4.300000","2026-01-15 04:00:00.000 Asia/Muscat"
"4caf00","2026-01-15 09:31:22.000 Asia/Muscat","","2026-01-15 10:06:05.000 Asia/Muscat","OMDW","CGS4419 ","0.6","","3.000000","2026-01-15 04:00:00.000 Asia/Muscat"
"484345","2026-01-15 09:31:28.000 Asia/Muscat","OMDW","2026-01-15 10:13:52.000 Asia/Muscat","OTBD","BFY217R ","0.7","1.100000","3.700000","2026-01-15 04:00:00.000 Asia/Muscat"
"896450","2026-01-15 09:32:12.000 Asia/Muscat","OMDB","2026-01-16 00:11:52.000 Asia/Muscat","KBOS","UAE32E  ","14.7","2.400000","0.100000","2026-01-15 04:00:00.000 Asia/Muscat"
"896192","2026-01-15 09:33:21.000 Asia/Muscat","OMDB","2026-01-15 15:24:16.000 Asia/Muscat","LIRF","UAE6JL  ","5.8","2.600000","2.300000","2026-01-15 04:00:00.000 Asia/Muscat"
"8966e3","2026-01-15 09:33:30.000 Asia/Muscat","OMFJ","2026-01-15 11:03:48.000 Asia/Muscat","OMFJ","A6AHS   ","1.5","5.800000","25.700000","2026-01-15 04:00:00.000 Asia/Muscat"
"8960f2","2026-01-15 09:35:08.000 Asia/Muscat","OMDB","2026-01-15 15:32:43.000 Asia/Muscat","LOWW","UAE67V  ","6.0","2.500000","0.500000","2026-01-15 04:00:00.000 Asia/Muscat"
"06a0db","2026-01-15 09:35:11.000 Asia/Muscat","OTHH","2026-01-15 10:17:25.000 Asia/Muscat","OMDB","QTR90R  ","0.7","1.500000","4.700000","2026-01-15 04:00:00.000 Asia/Muscat"
"710dbf","2026-01-15 09:35:39.000 Asia/Muscat","","2026-01-15 10:27:09.000 Asia/Muscat","OMDB","KNE201  ","0.9","","5.000000","2026-01-15 04:00:00.000 Asia/Muscat"
"896502","2026-01-15 09:35:42.000 Asia/Muscat","OMSJ","2026-01-15 10:31:28.000 Asia/Muscat","","ABY151  ","0.9","1.600000","","2026-01-15 04:00:00.000 Asia/Muscat"
"748021","2026-01-15 09:35:58.000 Asia/Muscat","","2026-01-15 12:09:27.000 Asia/Muscat","OMDB","MEA426  ","2.6","","4.600000","2026-01-15 04:00:00.000 Asia/Muscat"
"896174","2026-01-15 09:36:34.000 Asia/Muscat","OMDB","2026-01-15 17:19:29.000 Asia/Muscat","OMDB","UAE902  ","7.7","0.800000","4.800000","2026-01-15 04:00:00.000 Asia/Muscat"
"896587","2026-01-15 09:37:03.000 Asia/Muscat","","2026-01-15 13:13:59.000 Asia/Muscat","OMSJ","ABY688  ","3.6","","2.400000","2026-01-15 04:00:00.000 Asia/Muscat"
"89656a","2026-01-15 09:37:24.000 Asia/Muscat","","2026-01-15 12:28:25.000 Asia/Muscat","OMDB","FDB1304 ","2.9","","5.600000","2026-01-15 04:00:00.000 Asia/Muscat"
"896305","2026-01-15 09:38:06.000 Asia/Muscat","OMDB","2026-01-15 15:04:57.000 Asia/Muscat","VTBS","UAE370  ","5.4","2.500000","4.500000","2026-01-15 04:00:00.000 Asia/Muscat"
"8965b6","2026-01-15 09:40:07.000 Asia/Muscat","OMDB","2026-01-15 16:13:22.000 Asia/Muscat","LOWS","FDB1449 ","6.6","2.300000","1.100000","2026-01-15 04:00:00.000 Asia/Muscat"
"710dc1","2026-01-15 09:40:37.000 Asia/Muscat","","2026-01-15 10:29:28.000 Asia/Muscat","OMDB","KNE811  ","0.8","","5.100000","2026-01-15 04:00:00.000 Asia/Muscat"
"89652b","2026-01-15 09:40:43.000 Asia/Muscat","OMDW","2026-01-15 10:22:43.000 Asia/Muscat","OMFJ","EFC27S  ","0.7","4.000000","10.700000","2026-01-15 04:00:00.000 Asia/Muscat"
"8963ba","2026-01-15 09:41:20.000 Asia/Muscat","OMDB","2026-01-15 13:05:04.000 Asia/Muscat","VNKT","FDB539  ","3.4","3.100000","2.800000","2026-01-15 04:00:00.000 Asia/Muscat"
"896108","2026-01-15 09:42:18.000 Asia/Muscat","OMDB","2026-01-15 10:03:46.000 Asia/Muscat","","UAE707  ","0.4","3.000000","","2026-01-15 04:00:00.000 Asia/Muscat"
"3c6709","2026-01-15 09:43:32.000 Asia/Muscat","OMDB","2026-01-15 16:18:28.000 Asia/Muscat","EDDM","DLH639  ","6.6","2.100000","2.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"896647","2026-01-15 09:43:47.000 Asia/Muscat","OMDB","2026-01-15 11:05:59.000 Asia/Muscat","OMDW","A6FTB   ","1.4","12.300000","27.500000","2026-01-15 04:00:00.000 Asia/Muscat"
"8963d5","2026-01-15 09:44:49.000 Asia/Muscat","OMDB","2026-01-15 18:42:28.000 Asia/Muscat","FACT","UAE23C  ","9.0","2.200000","0.100000","2026-01-15 04:00:00.000 Asia/Muscat"
"8966e2","2026-01-15 09:44:50.000 Asia/Muscat","OMFJ","2026-01-15 09:58:49.000 Asia/Muscat","OMFJ","A6FNG   ","0.2","3.500000","24.500000","2026-01-15 04:00:00.000 Asia/Muscat"
"8966e4","2026-01-15 09:45:09.000 Asia/Muscat","OMFJ","2026-01-15 10:43:59.000 Asia/Muscat","OMFJ","A6SSM   ","1.0","7.900000","7.600000","2026-01-15 04:00:00.000 Asia/Muscat"
"49d26c","2026-01-15 09:45:46.000 Asia/Muscat","","2026-01-15 18:44:04.000 Asia/Muscat","OMDB","SEJ015  ","9.0","","5.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"896512","2026-01-15 09:46:40.000 Asia/Muscat","OMDB","2026-01-15 15:56:08.000 Asia/Muscat","LDZA","FDB4MA  ","6.2","2.400000","14.900000","2026-01-15 04:00:00.000 Asia/Muscat"
"738285","2026-01-15 09:46:45.000 Asia/Muscat","LLBG","2026-01-15 12:25:27.000 Asia/Muscat","OMDB","ISR661  ","2.6","1.600000","4.200000","2026-01-15 04:00:00.000 Asia/Muscat"
"80044b","2026-01-15 09:47:51.000 Asia/Muscat","VOTV","2026-01-15 13:43:41.000 Asia/Muscat","OMSJ","AXB545  ","3.9","6.500000","2.500000","2026-01-15 04:00:00.000 Asia/Muscat"
"896310","2026-01-15 09:47:58.000 Asia/Muscat","OMDB","2026-01-15 21:54:33.000 Asia/Muscat","OMDB","UAE726  ","12.1","2.600000","6.000000","2026-01-15 04:00:00.000 Asia/Muscat"
